[3, 2, 0, 8,
4, 2, 0, 8,
7, 2, 0, 8,
8, 2, 0, 8,
3, 3, 0, 8,
4, 3, 0, 8,
7, 3, 0, 8,
8, 3, 0, 8,
3, 5, 0, 8,
4, 5, 0, 8,
7, 5, 0, 8,
8, 5, 0, 8,
3, 6, 0, 8,
4, 6, 0, 8,
7, 6, 0, 8,
8, 6, 0, 8,
3, 2, 1, 5,
4, 2, 1, 4,
7, 2, 1, 7,
8, 2, 1, 6,
3, 3, 1, 5,
4, 3, 1, 4,
7, 3, 1, 7,
8, 3, 1, 6,
3, 5, 1, 1,
4, 5, 1, 0,
7, 5, 1, 3,
8, 5, 1, 2,
3, 6, 1, 1,
4, 6, 1, 0,
7, 6, 1, 3,
8, 6, 1, 2,
3, 2, 2, 5,
4, 2, 2, 4,
7, 2, 2, 7,
8, 2, 2, 6,
3, 3, 2, 5,
4, 3, 2, 4,
7, 3, 2, 7,
8, 3, 2, 6,
3, 5, 2, 1,
4, 5, 2, 0,
7, 5, 2, 3,
8, 5, 2, 2,
3, 6, 2, 1,
4, 6, 2, 0,
7, 6, 2, 3,
8, 6, 2, 2,
3, 2, 3, 8,
4, 2, 3, 8,
5, 2, 3, 8,
6, 2, 3, 8,
7, 2, 3, 8,
8, 2, 3, 8,
3, 3, 3, 8,
4, 3, 3, 8,
5, 3, 3, 8,
6, 3, 3, 8,
7, 3, 3, 8,
8, 3, 3, 8,
3, 4, 3, 8,
4, 4, 3, 8,
5, 4, 3, 8,
6, 4, 3, 8,
7, 4, 3, 8,
8, 4, 3, 8,
3, 5, 3, 8,
4, 5, 3, 8,
5, 5, 3, 8,
6, 5, 3, 8,
7, 5, 3, 8,
8, 5, 3, 8,
3, 6, 3, 8,
4, 6, 3, 8,
5, 6, 3, 8,
6, 6, 3, 8,
7, 6, 3, 8,
8, 6, 3, 8,
3, 2, 4, 8,
4, 2, 4, 8,
5, 2, 4, 8,
6, 2, 4, 8,
7, 2, 4, 8,
8, 2, 4, 8,
3, 3, 4, 8,
4, 3, 4, 8,
5, 3, 4, 8,
6, 3, 4, 8,
7, 3, 4, 8,
8, 3, 4, 8,
3, 4, 4, 8,
4, 4, 4, 8,
5, 4, 4, 8,
6, 4, 4, 8,
7, 4, 4, 8,
8, 4, 4, 8,
3, 5, 4, 8,
4, 5, 4, 8,
5, 5, 4, 8,
6, 5, 4, 8,
7, 5, 4, 8,
8, 5, 4, 8,
3, 6, 4, 8,
4, 6, 4, 8,
5, 6, 4, 8,
6, 6, 4, 8,
7, 6, 4, 8,
8, 6, 4, 8]
