MatIndex	X (m)	Y (m)	Z (m)
1	3.5	4.5	1.5
1	4.5	4.5	1.5
7	5.5	4.5	1.5
7	6.5	4.5	1.5
1	3.5	5.5	1.5
1	4.5	5.5	1.5
7	5.5	5.5	1.5
7	6.5	5.5	1.5
1	3.5	6.5	1.5
1	4.5	6.5	1.5
7	5.5	6.5	1.5
7	6.5	6.5	1.5
7	3.5	4.5	2.5
7	4.5	4.5	2.5
7	5.5	4.5	2.5
7	6.5	4.5	2.5
7	3.5	5.5	2.5
7	4.5	5.5	2.5
7	5.5	5.5	2.5
7	6.5	5.5	2.5
7	3.5	6.5	2.5
7	4.5	6.5	2.5
7	5.5	6.5	2.5
7	6.5	6.5	2.5
